pubID,topicQuery,typeQuery,tweet,tokens,hashtags,mentions,likeCount,replyCount,retweetCount,authorID,authorName,authorUsername,authorCreatedAt,authorVerified,followersCount,followingCount,pubDate,pubYear,pubMonth,pubDay,pubHour,pubMinute,geoID,geoName,longitude,latitude,validacion
1201617703729012737,tránsito,palabras clave,"@ClaraBrugadaM 
@Alc_Iztapalapa
@SSP_CDMX
@OVIALCDMX
HOLA

SEMAFORO SE ABRIO LA VENTANITA DEL FOCO ROJO Y LA GENTE NO ENTIEDE  QUE HAY ALTO 
SE LO OASA  Y HAY MUCHO TRAFICO CASI CHOCAN.
AV. GUELATAO Y BATALLÓN DE ZACAPUAXTLA. EJERCITO DE OTE. CP. 09230
GRACIAS","['holasemaforo', 'abrio', 'ventanito', 'foco', 'rojo', 'gente', 'entender', 'alto', 'casa', 'trafico', 'casi', 'chocar', 'av', 'guelatao', 'batallón', 'zacapuaxtla', 'ejercito', 'ote', 'cp', '09230gracias']",[],"['ClaraBrugadaM', 'Alc_Iztapalapa', 'SSP_CDMX', 'OVIALCDMX']",2,4,1,1151545523545001984,HER. ‘Deus meumque jus’,HER41457702,2019-07-17 11:33:42,0,86,560,2019-12-02 15:42:40,2019,12,2,15,42,7,Iztapalapa,-99.0567989642,19.3491663204,True
1202009681385967616,tránsito,palabras clave,"@Claudiashein Haga algo con los ""micros"" en toda la calzada Ermita Iztapalapa. En cada semáforo hacen base de hasta cinco minutos. Mucha contaminación y obvio tránsito.
En un tramo que se recorre en máximo 30 minutos, se hace hasta 50.","['hacer', 'micros', 'todo', 'calzada', 'ermita', 'iztapalapa', 'cada', 'semáforo', 'hacer', 'base', 'cinco', 'minuto', 'mucho', 'contaminación', 'obvio', 'tránsito', 'tramo', 'recorrer', 'máximo', '30', 'minuto', 'hacer', '50']",[],['Claudiashein'],0,0,0,84951515,Luis Daniel Zamora H,dracbrujo,2009-10-24 16:21:09,0,149,192,2019-12-03 17:40:14,2019,12,3,17,40,7,Iztapalapa,-99.0567989642,19.3491663204,True
1202010727751585792,tránsito,palabras clave,"Así el tráfico en Eje de Xola con Metrobús, saturados los carriles y generando más contaminación y vueltas inducidas a las calles laterales solo para poder dar vuelta
No queremos esto para Eje Cuauhtemoc!!
Mejor Trolebús con carril compartido ciclistas!! https://t.co/iwakfITeZx","['así', 'tráfico', 'eje', 'solo', 'metrobú', 'saturado', 'carril', 'generar', 'contaminación', 'vuelta', 'inducida', 'calle', 'lateral', 'solo', 'poder', 'dar', 'vuelta', 'querer', 'eje', 'cuauhtemoc', 'mejor', 'trolebús', 'carril', 'compartido', 'ciclista']",[],[],34,6,24,990719873373306883,Andrés Guzmán,andresguzbj,2018-04-29 16:29:59,0,27430,3470,2019-12-03 17:44:24,2019,12,3,17,44,15,Cuauhtémoc,-99.1490557562,19.4313734294,True
1202365159047647233,tránsito,palabras clave,"@OVIALCDMX, @SSP_CDMX, Favor de enviar unidad de tránsito a infraccionar trailer bco pcas 75AB6P, violando el RT, aparcado en lugar prohibido con disco de tránsito 🚫 ""N/E Vehículos Pesado"", sobre Av. Los Ángeles N.68 entre Av. Sn Pablo y FFCC, Col. Nva. España, Azcapotzalco. https://t.co/qmqU44xbjh","['favor', 'enviar', 'unidad', 'tránsito', 'infracción', 'trailer', 'bco', 'poco', '75ab6p', 'violar', 'rt', 'aparcado', 'lugar', 'prohibido', 'disco', 'tránsito', 'vehículo', 'pesado', 'av', 'ángeles', '68', 'av', 'sn', 'pablo', 'ffcc', 'col', 'nva', 'españa', 'azcapotzalco']",[],"['OVIALCDMX', 'SSP_CDMX']",0,1,0,903097695899934725,lxm2608,LXM2608,2017-08-30 21:30:44,0,22,129,2019-12-04 17:12:47,2019,12,4,17,12,2,Azcapotzalco,-99.1821069423,19.4853286147,True
1202687972849508352,tránsito,palabras clave,"@ClaraBrugadaM @Claudiashein @OVIALCDMX @CiroGomezL @Excelsior @revistaproceso @Alc_Iztapalapa son unos genios, hay poco tráfico, pues tomen para que allá mas tráfico y más contaminación, pongamos un tope enorme, alguien podrá explicar esto? https://t.co/KEuxbDjREi","['genio', 'tráfico', 'pues', 'tomar', 'allá', 'mas', 'tráfico', 'contaminación', 'poner', 'tope', 'enorme', 'alguien', 'poder', 'explicar']",[],"['ClaraBrugadaM', 'Claudiashein', 'OVIALCDMX', 'CiroGomezL', 'Excelsior', 'revistaproceso', 'Alc_Iztapalapa']",0,0,0,134853313,ro,fofin22,2010-04-19 10:49:05,0,25,209,2019-12-05 14:35:32,2019,12,5,14,35,7,Iztapalapa,-99.0567989642,19.3491663204,True
1202718997323628545,tránsito,palabras clave,"@andresguzbj @gemato2001 @isoyAlvaro @pagolamx @Bunnapau1978 Imagen de la esquina de Cuauhtémoc y Xola muy reveladora:

Donde hay Metrobús el tránsito estancado, estrangulado; autos y camiones quemando combustible, mayor contaminación y horrendo visualmente.

Donde ya no hay Metrobús termina el desastre, el desorden y el horror a los ojos. https://t.co/j3AXCSOiNz","['imagen', 'esquina', 'cuauhtemoc', 'solo', 'reveladoro', 'metrobús', 'tránsito', 'estancado', 'estrangular', 'auto', 'camión', 'quemar', 'combustible', 'mayor', 'contaminación', 'horrendo', 'visualmente', 'metrobús', 'terminar', 'desastre', 'desorden', 'horror', 'ojo']",[],"['andresguzbj', 'gemato2001', 'isoyAlvaro', 'pagolamx', 'Bunnapau1978']",4,3,2,250024665,J Cacer,Jcacer,2011-02-10 01:45:55,0,3307,4980,2019-12-05 16:38:49,2019,12,5,16,38,15,Cuauhtémoc,-99.1490557562,19.4313734294,True
1203172383021887488,tránsito,palabras clave,"@LaSEMOVI @Claudiashein @lopezobrador_ La alcaldía @AzcapotzalcoMx decidió cerrar una de las avenidas más importantes de #Azcapotzalco para instalar vendedores ambulantes que antes se colocaban en otras vias. Esto implicará contaminación por tráfico y basura, inseguridad y desde","['alcaldía', 'decidir', 'cerrar', 'avenida', 'importante', 'instalar', 'vendedor', 'ambulante', 'colocar', 'via', 'implicar', 'contaminación', 'tráfico', 'basura', 'inseguridad']",['Azcapotzalco'],"['LaSEMOVI', 'Claudiashein', 'lopezobrador_', 'AzcapotzalcoMx']",1,1,0,22999086,Verónica Orihuela,mvov,2009-03-05 17:42:07,0,823,519,2019-12-06 22:40:24,2019,12,6,22,40,2,Azcapotzalco,-99.1821069423,19.4853286147,True
1203497639574200320,tránsito,palabras clave,"@luizalane76 @Alc_Iztapalapa @Alc_Iztapalapa solo a una mente enferma se le ocurriría poner topes en pleno periférico, aparte del tráfico que se hace, más contaminación y obvio accidentes.","['solo', 'mente', 'enfermo', 'ocurrir', 'poner', 'top', 'pleno', 'periférico', 'aparte', 'tráfico', 'hacer', 'contaminación', 'obvio', 'accidente']",[],"['luizalane76', 'Alc_Iztapalapa', 'Alc_Iztapalapa']",1,1,0,621674043,Marco Silva,silvazarza,2012-06-28 23:21:33,0,10,133,2019-12-07 20:12:51,2019,12,7,20,12,7,Iztapalapa,-99.0567989642,19.3491663204,True
1203598022468395008,tránsito,palabras clave,"@andreslajous @bibianabelsasso Seguro a este le ocurrió poner unos pinches topes en el periférico Oriente a la altura de la Colonia Vicente Guerrero...
De un día para otro ya hay 3 que generan tráfico, contaminación y accidentes.
Que pendejos!
@Alc_Iztapalapa 
#Iztapalapa","['seguro', 'ocurrir', 'poner', 'ponche', 'top', 'periférico', 'oriente', 'altura', 'colonia', 'vicente', 'guerrero', 'día', 'generar', 'tráfico', 'contaminación', 'accidente', 'sendero']",['Iztapalapa'],"['andreslajous', 'bibianabelsasso', 'Alc_Iztapalapa']",0,1,0,917289265,J.Antonio,JAntonioAlcaraz,2012-10-31 11:10:59,0,196,919,2019-12-08 02:51:44,2019,12,8,2,51,7,Iztapalapa,-99.0567989642,19.3491663204,True
1203694294994866177,incendio,palabras clave,"🔴 Dos atropellados en Av. Tláhuac por cruzar sin precaución; uno falleció | Una caldera de las obras de ampliación de la Línea 5 @MetrobusCDMX se incendió.

#EnAlerta con @Enrique_LunaP

#TelediarioEnEl6 con @Deb_Estrella y @mkarcz | https://t.co/VqUPqVgacF https://t.co/0HnjfN0YkM","['dos', 'atropellado', 'av', 'tláhuac', 'cruzar', 'precaución', 'fallecer', 'caldera', 'obra', 'ampliación', 'línea', 'incendiar']","['EnAlerta', 'TelediarioEnEl6']","['MetrobusCDMX', 'Enrique_LunaP', 'Deb_Estrella', 'mkarcz']",4,0,0,900122660537077762,@telediario,telediario,2017-08-22 16:29:00,1,175388,817,2019-12-08 09:14:18,2019,12,8,9,14,11,Tláhuac,-99.0028216137,19.2769983772,True
