pubID,topicQuery,typeQuery,tweet,tokens,hashtags,mentions,likeCount,replyCount,retweetCount,authorID,authorName,authorUsername,authorCreatedAt,authorVerified,followersCount,followingCount,pubDate,pubYear,pubMonth,pubDay,pubHour,pubMinute,geoID,geoName,longitude,latitude,validacion
1466574720585789442,incendio,palabras clave,"19:06 #PrecauciónVial | Servicios de emergencia se dirigen hacia Álvaro Obregón y Frontera, col. Roma @AlcCuauhtemocMx, por incendio. Maneje con precaución, ceda el paso. https://t.co/kMS6wuS0Qk","['19', '06', 'servicio', 'emergencia', 'dirigir', 'hacia', 'alvaro', 'obregon', 'frontera', 'col', 'roma', 'incendio', 'maneje', 'precaución', 'ceda', 'paso']",['PrecauciónVial'],['AlcCuauhtemocMx'],5,0,3,166594238,OVIAL_SSCCDMX,OVIALCDMX,2010-07-14 09:00:43,1,1935870,133,2021-12-02 19:07:15,2021,12,2,19,7,10,Álvaro Obregón,-99.246819712,19.336175562,True
1466656530359484420,incendio,palabras clave,"@C5_CDMX La verdad es que no se, yo vivo en la calle Genovevo Rivas en San Felipe de Jesús Gustavo A. Madero, y desde mi zotea veo el fuego alto. https://t.co/Qm1tpabDyu","['verdad', 'vivir', 'calle', 'genovesa', 'rivas', 'san', 'felipe', 'jesus', 'gustavo', 'madero', 'azotea', 'ver', 'fuego', 'alto']",[],['C5_CDMX'],0,1,0,128250778,Móni ♥,monirococo,2010-03-31 09:32:01,0,163,489,2021-12-03 00:32:20,2021,12,3,0,32,5,Gustavo A. Madero,-99.1158642087,19.5040652077,True
1466671047177121797,tránsito,coordenadas,"Hola @C5_CDMX hay mucho tráfico vehicular, claxones y ruido de gente alterada en periférico a la altura de av. Horacio.

Que sucede?

CC @UCS_GCDMX
@BlindarMH","['hola', 'tráfico', 'vehicular', 'cañón', 'ruido', 'gente', 'alterado', 'periférico', 'altura', 'av', 'horacio', 'suceder', 'cc']",[],"['C5_CDMX', 'UCS_GCDMX', 'BlindarMH']",0,1,2,930195600108326912,Vecino de Polanco,twpolanco,2017-11-13 16:08:08,0,748,3041,2021-12-03 01:30:01,2021,12,3,1,30,15,Cuauhtémoc,-99.259495,19.3863707,True
1466816036980891656,tránsito,coordenadas,Enviar apoyo de Patrulla de tránsito derivado de un choque a las 8:30am Estamos en Gabriel Mancera frnt al # 948 esq eje 6 sur angel urraza Del valle cntr @BJAlcaldia @GobCDMX @UCS_GCDMX @OVIALCDMX @C5_CDMX  @SSC_CDMX @TransitoCdMx @Uber_MEX pasada de alto de chófer que no acepta https://t.co/lIAJjIXoz4,"['enviar', 'apoyo', 'patrulla', 'tránsito', 'derivado', 'choque', '30am', 'gabriel', 'mancera', 'font', '948', 'esq', 'eje', 'sur', 'angel', 'urraca', 'valle', 'contr', 'pasado', 'alto', 'chófer', 'aceptar']",[],"['BJAlcaldia', 'GobCDMX', 'UCS_GCDMX', 'OVIALCDMX', 'C5_CDMX', 'SSC_CDMX', 'TransitoCdMx', 'Uber_MEX']",1,3,1,1319791402444705792,Rubən,Ruben28937471,2020-10-23 18:03:02,0,3,80,2021-12-03 11:06:09,2021,12,3,11,6,10,Álvaro Obregón,-99.1919955,19.357102,True
1466860409072324611,tránsito,palabras clave,"@UCS_GCDMX @C5_CDMX Buenas tardes. Se solicita presencia de Policía de Tránsito en Av. Universidad entre El Palacio de Hierro Coyoacán, Radio Fórmula y Metro Coyoacán.

Se habían resuelto los embotellamientos con ruido por los claxons, xfa. Pero otra vez.
¡Muchas gracias!","['buena', 'tarde', 'solicitar', 'presencia', 'policía', 'tránsito', 'av', 'universidad', 'palacio', 'hierro', 'coyoacán', 'radio', 'fórmula', 'metro', 'coyoacán', 'resuelto', 'embotellamiento', 'ruido', 'claro', 'xfa', 'vez', 'mucho', 'gracia']",[],"['UCS_GCDMX', 'C5_CDMX']",0,1,0,1281220188952768512,Familia Campos,FamiliaCampos2,2020-07-09 07:35:16,0,18,798,2021-12-03 14:02:29,2021,12,3,14,2,3,Coyoacán,-99.1503763525,19.3266672536,True
1467545454913146884,tránsito,palabras clave,"Caravana de camiones de carga en Periférico Oriente, a la altura de Tonalá; van en dirección hacia Auditorio Benito Juárez #Precaución https://t.co/2K1GeTQ7cn","['caravana', 'camión', 'carga', 'periférico', 'oriente', 'altura', 'tonal', 'ir', 'dirección', 'hacia', 'auditorio', 'benito', 'juarez']",['Precaución'],[],67,5,2,263809798,TráficoZMGuadalajara,Trafico_ZMG,2011-03-10 13:48:34,0,1067193,385,2021-12-05 11:24:36,2021,12,5,11,24,14,Benito Juárez,-99.1611346584,19.3806424162,True
1467551516257144835,tránsito,palabras clave,"@UCS_GCDMX Buenos días.
Quisiera reportar una carpa que obstaculiza el tránsito de coches en  Calle Cuauhtémoc, entre Anáhuac y Malinche, Colonia Arenal 1ra sección, Delegación Venustiano Carranza.","['buen', 'día', 'querer', 'reportar', 'carpa', 'obstaculizar', 'tránsito', 'coche', 'calle', 'cuauhtemoc', 'náhuat', 'malgache', 'colonia', 'arenal', '1ra', 'sección', 'delegación', 'venustiano', 'carranza']",[],['UCS_GCDMX'],0,1,0,4162722792,Pg,Pegejotajohn,2015-11-07 18:58:13,0,13,410,2021-12-05 11:48:41,2021,12,5,11,48,15,Cuauhtémoc,-99.1490557562,19.4313734294,True
1467943520484970504,incendio,palabras clave,"¡Precaución! Por el #incendio de un vehículo, servicios de emergencia se aproximan a Eugenio Aguirre Benavidez y Francisco Escudero, colonia Santa Martha Acatitla, alcaldía Iztapalapa.","['precaución', 'vehículo', 'servicio', 'emergencia', 'aproximar', 'eugenio', 'aguirre', 'benavidez', 'francisco', 'escudero', 'colonia', 'santa', 'martha', 'acatitla', 'alcaldía', 'iztapalapa']",['incendio'],[],0,0,1,40098528,Radio Tráfico Total,trafico889,2009-05-14 16:06:13,1,897302,69,2021-12-06 13:46:23,2021,12,6,13,46,7,Iztapalapa,-99.0567989642,19.3491663204,True
1467962365987549186,tránsito,palabras clave,"𝗖𝗨𝗟𝗜𝗔𝗖𝗔́𝗡
  ⚠️⚠️PRECAUCIÓN🚨🚨
Accidente de tránsito con lesionados en  Av. Gral. Álvaro Obregón y Blvd. Antonio Castro Leal, Col. Ignacio Allende.
          ¡¡Circule con Precaución!!
@sspsinaloa1 #vialidad #c4isinaloa #911emergencias  @SSPyTM_Culiacan","['𝗖𝗨𝗟𝗜𝗔𝗖𝗔', 'precaución', 'accidente', 'tránsito', 'lesionado', 'av', 'gral', 'alvaro', 'obregon', 'bld', 'antonio', 'castro', 'leal', 'col', 'ignacio', 'allende', 'circule', 'precaución']","['vialidad', 'c4isinaloa', '911emergencias']","['sspsinaloa1', 'SSPyTM_Culiacan']",1,0,0,1071082964958625792,C4i Sinaloa,C4iSinaloa,2018-12-07 10:44:13,0,7103,82,2021-12-06 15:01:16,2021,12,6,15,1,10,Álvaro Obregón,-99.246819712,19.336175562,True
1468010577331167239,incendio,palabras clave,"#Precaución 🔥 Servicios de emergencia sofocan incendio en la colonia  Herminio Chavarría, @Alc_Iztapalapa. 

#911CDMX
#C5","['servicio', 'emergencia', 'sofocar', 'incendio', 'colonia', 'hermano', 'chatarra']","['Precaución', '911CDMX', 'C5']",['Alc_Iztapalapa'],10,0,1,195951901,C5 CDMX,C5_CDMX,2010-09-27 17:51:04,1,926201,763,2021-12-06 18:12:50,2021,12,6,18,12,7,Iztapalapa,-99.0567989642,19.3491663204,True
